rn,kddept,kdsatker,nmsatker,no_rekening,unit,saldo_akhir,kdbank,tgl_transaksi,updated_at
20552,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1019309769,022,2017-08-17,2022-12-16 10:51:45
20553,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-17,2022-12-16 10:51:47
20554,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1019309769,022,2017-08-16,2022-12-16 10:52:07
20555,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,-5166906075,014,2017-08-16,2022-12-16 10:52:09
20556,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9506037016,009,2017-08-16,2022-12-16 10:52:07
20557,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-16,2022-12-16 10:52:08
20558,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76678750852,002,2017-08-16,2022-12-16 10:52:06
20559,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-44799166378,008,2017-08-16,2022-12-16 10:51:50
20560,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3709469291,112,2017-08-16,2022-12-16 10:52:08
20561,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3676886491,112,2017-08-15,2022-12-16 10:52:13
20562,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-15,2022-12-16 10:52:12
20563,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-76275117744,008,2017-08-15,2022-12-16 10:52:10
20564,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76638982301,002,2017-08-15,2022-12-16 10:52:10
20565,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,-5237435756,014,2017-08-15,2022-12-16 10:52:13
20566,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9499529265,009,2017-08-15,2022-12-16 10:52:12
20567,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1019309769,022,2017-08-15,2022-12-16 10:52:12
20568,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,-5285821950,014,2017-08-14,2022-12-16 10:52:19
20569,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1018078900,022,2017-08-14,2022-12-16 10:52:17
20570,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9489529265,009,2017-08-14,2022-12-16 10:52:15
20571,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76476780771,002,2017-08-14,2022-12-16 10:52:15
20572,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3664952341,112,2017-08-14,2022-12-16 10:52:18
20573,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-14,2022-12-16 10:52:18
20574,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-76478800319,008,2017-08-14,2022-12-16 10:52:14
20575,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76409844625,002,2017-08-13,2022-12-16 10:52:35
20576,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3658766991,112,2017-08-13,2022-12-16 10:52:36
20577,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9606076087,014,2017-08-13,2022-12-16 10:52:39
20578,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-76810640022,008,2017-08-13,2022-12-16 10:52:35
20579,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1018078900,022,2017-08-13,2022-12-16 10:52:36
20580,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9487395751,009,2017-08-13,2022-12-16 10:52:35
20581,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9487395751,009,2017-08-13,2022-12-16 10:52:35
20582,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1018078900,022,2017-08-12,2022-12-16 10:52:42
20583,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9606076087,014,2017-08-12,2022-12-16 10:52:41
20584,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3658766991,112,2017-08-12,2022-12-16 10:52:42
20585,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9487395751,009,2017-08-12,2022-12-16 10:52:41
20586,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76405565175,002,2017-08-12,2022-12-16 10:52:40
20587,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-76849371872,008,2017-08-12,2022-12-16 10:52:40
20588,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-12,2022-12-16 10:52:41
20589,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-11,2022-12-16 10:52:45
20590,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3658766991,112,2017-08-11,2022-12-16 10:52:45
20591,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9606076087,014,2017-08-11,2022-12-16 10:53:02
20592,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76400666762,002,2017-08-11,2022-12-16 10:52:43
20593,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-76875477772,008,2017-08-11,2022-12-16 10:52:42
20594,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9487395751,009,2017-08-11,2022-12-16 10:52:43
20595,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1018078900,022,2017-08-11,2022-12-16 10:52:44
20596,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-10,2022-12-16 10:53:06
20597,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3642922741,112,2017-08-10,2022-12-16 10:53:04
20598,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-77247260641,008,2017-08-10,2022-12-16 10:53:04
20599,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76335818712,002,2017-08-10,2022-12-16 10:53:03
20600,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9585834787,014,2017-08-10,2022-12-16 10:53:04
20601,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76335818712,002,2017-08-10,2022-12-16 10:53:03
20602,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9585834787,014,2017-08-10,2022-12-16 10:53:04
20603,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9549166912,014,2017-08-09,2022-12-16 10:53:09
20604,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-09,2022-12-16 10:53:08
20605,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-77526342109,008,2017-08-09,2022-12-16 10:53:06
20606,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3637615741,112,2017-08-09,2022-12-16 10:53:08
20607,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9432617990,009,2017-08-09,2022-12-16 10:53:07
20608,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1018078900,022,2017-08-09,2022-12-16 10:53:07
20609,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76111551645,002,2017-08-09,2022-12-16 10:53:07
20610,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-08,2022-12-16 10:53:12
20611,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3629697691,112,2017-08-08,2022-12-16 10:53:27
20612,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9540815762,014,2017-08-08,2022-12-16 10:53:28
20613,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1018078900,022,2017-08-08,2022-12-16 10:53:11
20614,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-67900433043,008,2017-08-08,2022-12-16 10:53:09
20615,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76055536783,002,2017-08-08,2022-12-16 10:53:09
20616,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9422878089,009,2017-08-08,2022-12-16 10:53:11
20617,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,76008598883,002,2017-08-07,2022-12-16 10:53:29
20618,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-68223946147,008,2017-08-07,2022-12-16 10:53:28
20619,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9492906591,014,2017-08-07,2022-12-16 10:53:31
20620,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-07,2022-12-16 10:53:30
20621,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-68223946147,008,2017-08-07,2022-12-16 10:53:28
20622,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9492906591,014,2017-08-07,2022-12-16 10:53:31
20623,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-07,2022-12-16 10:53:30
20624,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3612012391,112,2017-08-06,2022-12-16 10:53:33
20625,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-68614831668,008,2017-08-06,2022-12-16 10:53:32
20626,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9407878089,009,2017-08-06,2022-12-16 10:53:32
20627,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-06,2022-12-16 10:53:33
20628,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9447381027,014,2017-08-06,2022-12-16 10:53:34
20629,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75930796383,002,2017-08-06,2022-12-16 10:53:32
20630,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1018078900,022,2017-08-06,2022-12-16 10:53:33
20631,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3612012391,112,2017-08-05,2022-12-16 10:53:55
20632,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9447381027,014,2017-08-05,2022-12-16 10:53:56
20633,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1018078900,022,2017-08-05,2022-12-16 10:53:39
20634,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9395798768,009,2017-08-05,2022-12-16 10:53:38
20635,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-68623179068,008,2017-08-05,2022-12-16 10:53:37
20636,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75930796383,002,2017-08-05,2022-12-16 10:53:37
20637,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-05,2022-12-16 10:53:55
20638,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9380798768,009,2017-08-04,2022-12-16 10:53:57
20639,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3612012391,112,2017-08-04,2022-12-16 10:53:59
20640,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-68681768818,008,2017-08-04,2022-12-16 10:53:56
20641,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9447381027,014,2017-08-04,2022-12-16 10:53:59
20642,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1018078900,022,2017-08-04,2022-12-16 10:53:57
20643,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3612012391,112,2017-08-04,2022-12-16 10:53:59
20644,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-68681768818,008,2017-08-04,2022-12-16 10:53:56
20645,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-68957864474,008,2017-08-03,2022-12-16 10:54:01
20646,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-03,2022-12-16 10:54:03
20647,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1001970700,022,2017-08-03,2022-12-16 10:54:03
20648,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75759831415,002,2017-08-03,2022-12-16 10:54:02
20649,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9314624066,014,2017-08-03,2022-12-16 10:54:05
20650,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3604769891,112,2017-08-03,2022-12-16 10:54:04
20651,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9375038768,009,2017-08-03,2022-12-16 10:54:03
20652,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9345446617,009,2017-08-02,2022-12-16 10:54:06
20653,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9275660022,014,2017-08-02,2022-12-16 10:54:24
20654,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3599047341,112,2017-08-02,2022-12-16 10:54:24
20655,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1001970700,022,2017-08-02,2022-12-16 10:54:22
20656,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-69277910632,008,2017-08-02,2022-12-16 10:54:05
20657,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75660295615,002,2017-08-02,2022-12-16 10:54:06
20658,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-02,2022-12-16 10:54:23
20659,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75619429714,002,2017-08-01,2022-12-16 10:54:25
20660,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9261270622,014,2017-08-01,2022-12-16 10:54:27
20661,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-08-01,2022-12-16 10:54:26
20662,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3581291491,112,2017-08-01,2022-12-16 10:54:27
20663,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-69492390330,008,2017-08-01,2022-12-16 10:54:24
20664,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1001970700,022,2017-08-01,2022-12-16 10:54:25
20665,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9261270622,014,2017-08-01,2022-12-16 10:54:27
20666,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9307542369,009,2017-07-31,2022-12-16 10:54:28
20667,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9214161021,014,2017-07-31,2022-12-16 10:54:30
20668,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,1001970700,022,2017-07-31,2022-12-16 10:54:29
20669,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-31,2022-12-16 10:54:30
20670,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75570896064,002,2017-07-31,2022-12-16 10:54:28
20671,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3572665041,112,2017-07-31,2022-12-16 10:54:30
20672,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-69761984956,008,2017-07-31,2022-12-16 10:54:27
20673,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-30,2022-12-16 10:55:04
20674,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3544201801,112,2017-07-30,2022-12-16 10:55:04
20675,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9138789880,014,2017-07-30,2022-12-16 10:55:05
20676,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-60145193039,008,2017-07-30,2022-12-16 10:54:31
20677,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75478427513,002,2017-07-30,2022-12-16 10:54:32
20678,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-30,2022-12-16 10:54:48
20679,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9288263820,009,2017-07-30,2022-12-16 10:54:47
20680,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9288263820,009,2017-07-29,2022-12-16 10:55:06
20681,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3544201801,112,2017-07-29,2022-12-16 10:55:07
20682,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9138789880,014,2017-07-29,2022-12-16 10:55:07
20683,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75478427513,002,2017-07-29,2022-12-16 10:55:06
20684,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-29,2022-12-16 10:55:07
20685,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-60145193039,008,2017-07-29,2022-12-16 10:55:05
20686,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-29,2022-12-16 10:55:06
20687,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9138789880,014,2017-07-28,2022-12-16 10:55:14
20688,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75478427513,002,2017-07-28,2022-12-16 10:55:08
20689,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9288263820,009,2017-07-28,2022-12-16 10:55:09
20690,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-60155605739,008,2017-07-28,2022-12-16 10:55:08
20691,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-28,2022-12-16 10:55:10
20692,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3544201801,112,2017-07-28,2022-12-16 10:55:11
20693,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-28,2022-12-16 10:55:10
20694,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3537294751,112,2017-07-27,2022-12-16 10:55:53
20695,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-27,2022-12-16 10:55:51
20696,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-27,2022-12-16 10:55:44
20697,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9127927880,014,2017-07-27,2022-12-16 10:55:54
20698,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-45353012165,008,2017-07-27,2022-12-16 10:55:14
20699,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9285480719,009,2017-07-27,2022-12-16 10:55:39
20700,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75390483013,002,2017-07-27,2022-12-16 10:55:34
