rn,kddept,kdsatker,nmsatker,no_rekening,unit,saldo_akhir,kdbank,tgl_transaksi,updated_at
20701,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75307186238,002,2017-07-26,2022-12-16 10:56:00
20702,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9275611069,009,2017-07-26,2022-12-16 10:55:59
20703,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-45605987466,008,2017-07-26,2022-12-16 10:56:07
20704,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-26,2022-12-16 10:56:00
20705,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3529291501,112,2017-07-26,2022-12-16 10:56:07
20706,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-26,2022-12-16 10:56:00
20707,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9087482179,014,2017-07-26,2022-12-16 10:55:59
20708,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-25,2022-12-16 10:56:09
20709,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9275611069,009,2017-07-25,2022-12-16 10:56:09
20710,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-25,2022-12-16 10:56:09
20711,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75273650338,002,2017-07-25,2022-12-16 10:56:08
20712,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3482401851,112,2017-07-25,2022-12-16 10:56:10
20713,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9064624079,014,2017-07-25,2022-12-16 10:56:10
20714,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-45853909420,008,2017-07-25,2022-12-16 10:56:08
20715,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9267289708,009,2017-07-24,2022-12-16 10:56:32
20716,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,9040868029,014,2017-07-24,2022-12-16 10:56:34
20717,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-24,2022-12-16 10:56:33
20718,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-44964652684,008,2017-07-24,2022-12-16 10:56:31
20719,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75200296363,002,2017-07-24,2022-12-16 10:56:32
20720,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-24,2022-12-16 10:56:32
20721,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-24,2022-12-16 10:56:32
20722,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3383903613,112,2017-07-23,2022-12-16 10:56:39
20723,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-23,2022-12-16 10:56:37
20724,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8966407613,014,2017-07-23,2022-12-16 10:56:39
20725,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-23,2022-12-16 10:56:38
20726,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75019728287,002,2017-07-23,2022-12-16 10:56:36
20727,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-45300606216,008,2017-07-23,2022-12-16 10:56:36
20728,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9267289708,009,2017-07-23,2022-12-16 10:56:36
20729,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8966407613,014,2017-07-22,2022-12-16 10:57:01
20730,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3383903613,112,2017-07-22,2022-12-16 10:56:43
20731,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-22,2022-12-16 10:56:43
20732,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9267289708,009,2017-07-22,2022-12-16 10:56:40
20733,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-45300726216,008,2017-07-22,2022-12-16 10:56:39
20734,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-22,2022-12-16 10:56:40
20735,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75019728287,002,2017-07-22,2022-12-16 10:56:40
20736,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-21,2022-12-16 10:57:03
20737,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-21,2022-12-16 10:57:04
20738,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3383903613,112,2017-07-21,2022-12-16 10:57:04
20739,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75019728287,002,2017-07-21,2022-12-16 10:57:02
20740,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8966407613,014,2017-07-21,2022-12-16 10:57:05
20741,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,75019728287,002,2017-07-21,2022-12-16 10:57:02
20742,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8966407613,014,2017-07-21,2022-12-16 10:57:05
20743,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,999190146,022,2017-07-20,2022-12-16 10:57:06
20744,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74939475936,002,2017-07-20,2022-12-16 10:57:05
20745,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9267289708,009,2017-07-20,2022-12-16 10:57:06
20746,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8953765832,014,2017-07-20,2022-12-16 10:57:07
20747,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-45594713654,008,2017-07-20,2022-12-16 10:57:05
20748,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-20,2022-12-16 10:57:07
20749,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3377778913,112,2017-07-20,2022-12-16 10:57:07
20750,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3351943113,112,2017-07-19,2022-12-16 10:57:41
20751,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-19,2022-12-16 10:57:20
20752,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-19,2022-12-16 10:57:21
20753,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-46008865632,008,2017-07-19,2022-12-16 10:57:12
20754,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8943519982,014,2017-07-19,2022-12-16 10:57:42
20755,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74895017426,002,2017-07-19,2022-12-16 10:57:13
20756,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9267289708,009,2017-07-19,2022-12-16 10:57:20
20757,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8934305482,014,2017-07-18,2022-12-16 10:57:45
20758,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-18,2022-12-16 10:57:44
20759,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9262789708,009,2017-07-18,2022-12-16 10:57:43
20760,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-18,2022-12-16 10:57:44
20761,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-18,2022-12-16 10:57:44
20762,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9262789708,009,2017-07-18,2022-12-16 10:57:43
20763,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-18,2022-12-16 10:57:44
20764,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8865533482,014,2017-07-17,2022-12-16 10:57:48
20765,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-46534670374,008,2017-07-17,2022-12-16 10:58:03
20766,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74799758525,002,2017-07-17,2022-12-16 10:57:45
20767,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3335723613,112,2017-07-17,2022-12-16 10:57:53
20768,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-17,2022-12-16 10:58:00
20769,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9250382947,009,2017-07-17,2022-12-16 10:57:46
20770,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-17,2022-12-16 10:57:53
20771,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-16,2022-12-16 10:58:29
20772,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8836766611,014,2017-07-16,2022-12-16 10:58:03
20773,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-66988690054,008,2017-07-16,2022-12-16 10:58:26
20774,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-16,2022-12-16 10:58:06
20775,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74563068215,002,2017-07-16,2022-12-16 10:58:25
20776,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3320153663,112,2017-07-16,2022-12-16 10:58:06
20777,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9250382947,009,2017-07-16,2022-12-16 10:58:09
20778,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9221382947,009,2017-07-15,2022-12-16 10:58:32
20779,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-15,2022-12-16 10:58:40
20780,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74563068215,002,2017-07-15,2022-12-16 10:58:32
20781,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-67140361119,008,2017-07-15,2022-12-16 10:58:29
20782,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-15,2022-12-16 10:58:39
20783,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-15,2022-12-16 10:58:40
20784,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74563068215,002,2017-07-15,2022-12-16 10:58:32
20785,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-14,2022-12-16 10:58:54
20786,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8836766611,014,2017-07-14,2022-12-16 10:58:54
20787,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3320153663,112,2017-07-14,2022-12-16 10:58:56
20788,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9221382947,009,2017-07-14,2022-12-16 10:58:53
20789,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-67176885619,008,2017-07-14,2022-12-16 10:58:43
20790,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-14,2022-12-16 10:58:59
20791,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74563068215,002,2017-07-14,2022-12-16 10:58:43
20792,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-13,2022-12-16 10:59:03
20793,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74416826176,002,2017-07-13,2022-12-16 10:59:24
20794,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8836766611,014,2017-07-13,2022-12-16 10:59:03
20795,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3315424863,112,2017-07-13,2022-12-16 10:59:03
20796,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-67408499106,008,2017-07-13,2022-12-16 10:59:25
20797,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9205429916,009,2017-07-13,2022-12-16 10:59:21
20798,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-13,2022-12-16 10:59:27
20799,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74339131596,002,2017-07-12,2022-12-16 10:59:28
20800,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-59112670807,008,2017-07-12,2022-12-16 10:59:30
20801,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9205429916,009,2017-07-12,2022-12-16 10:59:28
20802,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-12,2022-12-16 10:59:31
20803,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-12,2022-12-16 10:59:33
20804,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8825984290,014,2017-07-12,2022-12-16 10:59:31
20805,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-59112670807,008,2017-07-12,2022-12-16 10:59:30
20806,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74289525946,002,2017-07-11,2022-12-16 10:59:35
20807,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-59478590131,008,2017-07-11,2022-12-16 10:59:35
20808,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9203531549,009,2017-07-11,2022-12-16 10:59:34
20809,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8801366559,014,2017-07-11,2022-12-16 10:59:34
20810,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3301828263,112,2017-07-11,2022-12-16 10:59:33
20811,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-11,2022-12-16 10:59:36
20812,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-11,2022-12-16 10:59:33
20813,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74244842221,002,2017-07-10,2022-12-16 10:59:36
20814,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8769167208,014,2017-07-10,2022-12-16 10:59:53
20815,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9203531549,009,2017-07-10,2022-12-16 10:59:52
20816,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-10,2022-12-16 10:59:54
20817,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3292815413,112,2017-07-10,2022-12-16 10:59:57
20818,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-10,2022-12-16 10:59:57
20819,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-59870303719,008,2017-07-10,2022-12-16 10:59:36
20820,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8740739708,014,2017-07-09,2022-12-16 11:00:00
20821,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74068992995,002,2017-07-09,2022-12-16 10:59:58
20822,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-09,2022-12-16 11:00:01
20823,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3283746013,112,2017-07-09,2022-12-16 11:00:00
20824,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9203531549,009,2017-07-09,2022-12-16 10:59:59
20825,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-09,2022-12-16 11:00:00
20826,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-77150639711,008,2017-07-09,2022-12-16 10:59:58
20827,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74068992995,002,2017-07-08,2022-12-16 11:00:06
20828,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9203531549,009,2017-07-08,2022-12-16 11:00:11
20829,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-08,2022-12-16 11:00:11
20830,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8740739708,014,2017-07-08,2022-12-16 11:00:04
20831,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-08,2022-12-16 11:00:04
20832,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-77164553011,008,2017-07-08,2022-12-16 11:00:06
20833,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3283746013,112,2017-07-08,2022-12-16 11:00:04
20834,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-07,2022-12-16 11:00:14
20835,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-07,2022-12-16 11:00:31
20836,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-77196432461,008,2017-07-07,2022-12-16 11:00:31
20837,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74068992995,002,2017-07-07,2022-12-16 11:00:32
20838,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3283746013,112,2017-07-07,2022-12-16 11:00:31
20839,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9188060739,009,2017-07-07,2022-12-16 11:00:35
20840,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8740739708,014,2017-07-07,2022-12-16 11:00:35
20841,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1381-01-000004-30-0,RSUP Dr Sardjito,74043205195,002,2017-07-06,2022-12-16 11:00:39
20842,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,8020009111,RSUP Dr Sardjito,8740739708,014,2017-07-06,2022-12-16 11:00:37
20843,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,1001779-04-1,RSUP Dr Sardjito,-14041236412,441,2017-07-06,2022-12-16 11:00:36
20844,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,137-00-9200080-7,RSUP Dr Sardjito,-77333270612,008,2017-07-06,2022-12-16 11:00:39
20845,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,018-01-00149-00-9,RSUP Dr Sardjito,998125221,022,2017-07-06,2022-12-16 11:00:37
20846,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3269915963,112,2017-07-06,2022-12-16 11:00:36
20847,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9188060739,009,2017-07-06,2022-12-16 11:00:38
20848,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,001.111.000264,RSUP Dr Sardjito,3250234313,112,2017-07-05,2022-12-16 11:00:43
20849,024,415582,RUMAH SAKIT UMUM PUSAT DR SARDJITO YOGYAKARTA,0030440504,RSUP Dr Sardjito,9183060739,009,2017-07-05,2022-12-16 11:00:44
